transaction_id,transaction_amount,transaction_type,timestamp,year,month,day,hour,day_of_week,is_weekend
TXN000152,2000.0,TRANSFER,2023-10-24 17:49:38,2023,10,24,17,1,0
TXN000153,452.14,PAYMENT,2023-08-17 19:36:32,2023,8,17,19,3,0
TXN000154,517.65,PAYMENT,2023-07-13 16:34:42,2023,7,13,16,3,0
TXN000155,147.58,TRANSFER,2023-04-30 14:57:21,2023,4,30,14,6,1
TXN000156,821.03,PAYMENT,2023-08-31 13:52:48,2023,8,31,13,3,0
TXN000157,673.35,PAYMENT,2023-09-11 01:20:52,2023,9,11,1,0,0
TXN000158,268.52,WITHDRAWAL,2023-10-30 12:05:15,2023,10,30,12,0,0
TXN000159,192.3,REFUND,2023-02-08 17:05:37,2023,2,8,17,2,0
TXN000160,284.91,WITHDRAWAL,2023-05-16 12:19:35,2023,5,16,12,1,0
TXN000161,409.3,TRANSFER,2023-07-23 23:39:35,2023,7,23,23,6,1
TXN000162,414.07,PAYMENT,2023-06-18 19:25:42,2023,6,18,19,6,1
TXN000163,592.55,PAYMENT,2023-09-07 19:41:52,2023,9,7,19,3,0
TXN000164,1072.01,TRANSFER,2023-12-22 10:54:11,2023,12,22,10,4,0
TXN000165,326.21,WITHDRAWAL,2023-01-24 11:48:36,2023,1,24,11,1,0
TXN000166,381.51,TRANSFER,2023-05-31 13:03:04,2023,5,31,13,2,0
TXN000167,31.28,REFUND,2023-11-23 09:14:49,2023,11,23,9,3,0
TXN000168,198.88,PAYMENT,2023-06-26 21:23:34,2023,6,26,21,0,0
TXN000169,446.34,WITHDRAWAL,2023-10-20 13:04:09,2023,10,20,13,4,0
TXN000170,393.17,PAYMENT,2023-12-25 10:44:56,2023,12,25,10,0,0
TXN000171,1750.26,DEPOSIT,2023-12-04 14:24:39,2023,12,4,14,0,0
TXN000172,1417.98,TRANSFER,2023-09-12 10:25:12,2023,9,12,10,1,0
TXN000173,231.29,WITHDRAWAL,2023-03-12 22:52:25,2023,3,12,22,6,1
TXN000174,3432.28,DEPOSIT,2023-11-18 23:31:57,2023,11,18,23,5,1
TXN000175,542.08,TRANSFER,2023-06-17 15:07:40,2023,6,17,15,5,1
TXN000176,176.63,REFUND,2023-09-04 10:44:44,2023,9,4,10,0,0
TXN000177,489.15,REFUND,2023-04-26 14:28:09,2023,4,26,14,2,0
TXN000178,387.83,WITHDRAWAL,2023-10-13 13:19:02,2023,10,13,13,4,0
TXN000179,404.59,WITHDRAWAL,2023-03-05 16:33:29,2023,3,5,16,6,1
TXN000180,204.83,PAYMENT,2023-12-11 09:32:42,2023,12,11,9,0,0
TXN000181,328.59,PAYMENT,2023-11-23 13:31:29,2023,11,23,13,3,0
TXN000182,500.31,PAYMENT,2023-04-30 17:09:57,2023,4,30,17,6,1
TXN000183,222.91,WITHDRAWAL,2023-04-24 23:34:49,2023,4,24,23,0,0
TXN000184,3297.28,DEPOSIT,2023-03-01 05:05:20,2023,3,1,5,2,0
TXN000185,2832.39,DEPOSIT,2023-01-20 11:04:53,2023,1,20,11,4,0
TXN000186,5000.0,DEPOSIT,2023-03-21 15:06:19,2023,3,21,15,1,0
TXN000187,1225.57,DEPOSIT,2023-05-01 13:12:17,2023,5,1,13,0,0
TXN000188,792.58,TRANSFER,2023-12-18 13:22:27,2023,12,18,13,0,0
TXN000189,789.65,PAYMENT,2023-11-27 13:03:32,2023,11,27,13,0,0
TXN000190,459.59,TRANSFER,2023-03-31 04:00:08,2023,3,31,4,4,0
TXN000191,170.3,REFUND,2023-01-14 04:47:55,2023,1,14,4,5,1
TXN000192,5000.0,DEPOSIT,2023-05-02 21:26:22,2023,5,2,21,1,0
TXN000193,5.0,PAYMENT,2023-03-31 09:39:42,2023,3,31,9,4,0
TXN000194,2000.0,TRANSFER,2023-08-04 19:09:15,2023,8,4,19,4,0
TXN000195,1360.96,DEPOSIT,2023-02-02 17:20:22,2023,2,2,17,3,0
TXN000196,501.36,PAYMENT,2023-08-20 18:20:39,2023,8,20,18,6,1
TXN000197,4792.04,DEPOSIT,2023-12-04 18:59:07,2023,12,4,18,0,0
TXN000198,694.25,PAYMENT,2023-11-26 01:08:02,2023,11,26,1,6,1
TXN000199,73.61,REFUND,2023-06-14 22:08:50,2023,6,14,22,2,0
TXN000200,342.73,TRANSFER,2023-03-06 10:00:46,2023,3,6,10,0,0
TXN000201,1832.66,DEPOSIT,2023-04-21 15:39:30,2023,4,21,15,4,0
TXN000202,374.21,REFUND,2023-04-27 15:03:59,2023,4,27,15,3,0
TXN000203,2531.84,DEPOSIT,2023-08-21 14:31:02,2023,8,21,14,0,0
TXN000204,516.02,PAYMENT,2023-12-07 09:16:48,2023,12,7,9,3,0
TXN000205,395.05,PAYMENT,2023-03-20 17:16:03,2023,3,20,17,0,0
TXN000206,965.17,PAYMENT,2023-12-07 15:23:55,2023,12,7,15,3,0
TXN000207,474.91,PAYMENT,2023-01-27 10:28:20,2023,1,27,10,4,0
TXN000208,745.36,PAYMENT,2023-10-12 13:22:56,2023,10,12,13,3,0
TXN000209,241.07,WITHDRAWAL,2023-05-23 20:54:08,2023,5,23,20,1,0
TXN000210,97.39,WITHDRAWAL,2023-12-03 09:44:14,2023,12,3,9,6,1
TXN000211,26.71,PAYMENT,2023-04-21 13:41:48,2023,4,21,13,4,0
TXN000212,899.84,TRANSFER,2023-01-27 05:39:52,2023,1,27,5,4,0
TXN000213,687.06,PAYMENT,2023-02-28 12:34:02,2023,2,28,12,1,0
TXN000214,437.2,WITHDRAWAL,2023-05-26 21:35:43,2023,5,26,21,4,0
TXN000215,634.83,TRANSFER,2023-12-08 11:13:45,2023,12,8,11,4,0
TXN000216,537.25,TRANSFER,2023-07-22 21:49:14,2023,7,22,21,5,1
TXN000217,289.07,REFUND,2023-08-09 06:23:48,2023,8,9,6,2,0
TXN000218,128.32,WITHDRAWAL,2023-12-09 12:53:41,2023,12,9,12,5,1
TXN000219,286.61,REFUND,2023-01-22 15:52:56,2023,1,22,15,6,1
TXN000220,571.83,PAYMENT,2023-02-09 11:23:53,2023,2,9,11,3,0
TXN000221,246.96,WITHDRAWAL,2023-08-02 10:32:27,2023,8,2,10,2,0
TXN000222,644.1,TRANSFER,2023-01-11 11:49:28,2023,1,11,11,2,0
TXN000223,2000.0,TRANSFER,2023-11-13 16:45:05,2023,11,13,16,0,0
TXN000224,864.55,TRANSFER,2023-07-25 19:04:36,2023,7,25,19,1,0
TXN000225,524.17,TRANSFER,2023-06-08 12:21:40,2023,6,8,12,3,0
TXN000226,482.27,DEPOSIT,2023-06-28 12:46:59,2023,6,28,12,2,0
TXN000227,83.14,REFUND,2023-03-16 09:19:10,2023,3,16,9,3,0
TXN000228,635.7,PAYMENT,2023-10-16 21:05:52,2023,10,16,21,0,0
TXN000229,296.56,PAYMENT,2023-11-16 11:46:03,2023,11,16,11,3,0
TXN000230,426.91,PAYMENT,2023-11-18 11:30:36,2023,11,18,11,5,1
TXN000231,531.07,PAYMENT,2023-06-05 10:00:02,2023,6,5,10,0,0
TXN000232,2000.0,TRANSFER,2023-06-30 18:28:17,2023,6,30,18,4,0
TXN000233,757.86,PAYMENT,2023-08-25 16:27:13,2023,8,25,16,4,0
TXN000234,279.93,WITHDRAWAL,2023-07-08 10:27:07,2023,7,8,10,5,1
TXN000235,5000.0,DEPOSIT,2023-11-06 17:19:01,2023,11,6,17,0,0
TXN000236,3498.4,DEPOSIT,2023-02-01 16:24:10,2023,2,1,16,2,0
TXN000237,434.03,DEPOSIT,2023-05-25 14:06:19,2023,5,25,14,3,0
TXN000238,433.32,WITHDRAWAL,2023-06-23 21:46:06,2023,6,23,21,4,0
TXN000239,790.25,TRANSFER,2023-07-17 10:20:43,2023,7,17,10,0,0
TXN000240,37.5,PAYMENT,2023-03-14 12:44:11,2023,3,14,12,1,0
TXN000241,377.79,WITHDRAWAL,2023-12-02 14:16:14,2023,12,2,14,5,1
TXN000242,877.26,TRANSFER,2023-03-07 19:09:55,2023,3,7,19,1,0
TXN000243,1713.04,DEPOSIT,2023-01-10 13:12:06,2023,1,10,13,1,0
TXN000244,355.57,WITHDRAWAL,2023-04-20 12:26:31,2023,4,20,12,3,0
TXN000245,500.96,PAYMENT,2023-03-12 05:38:28,2023,3,12,5,6,1
TXN000246,308.37,WITHDRAWAL,2023-03-26 15:56:06,2023,3,26,15,6,1
TXN000247,471.93,PAYMENT,2023-11-09 10:22:26,2023,11,9,10,3,0
TXN000248,1632.0,DEPOSIT,2023-06-08 17:04:34,2023,6,8,17,3,0
TXN000249,718.24,DEPOSIT,2023-04-10 13:23:33,2023,4,10,13,0,0
TXN000250,318.52,WITHDRAWAL,2023-10-20 16:02:29,2023,10,20,16,4,0
TXN000251,2000.0,TRANSFER,2023-05-25 13:54:12,2023,5,25,13,3,0
TXN000252,1342.53,DEPOSIT,2023-03-17 15:55:40,2023,3,17,15,4,0
TXN000253,902.71,DEPOSIT,2023-04-24 16:25:30,2023,4,24,16,0,0
TXN000254,1108.3,DEPOSIT,2023-01-14 15:06:21,2023,1,14,15,5,1
TXN000255,550.34,DEPOSIT,2023-09-15 13:36:55,2023,9,15,13,4,0
TXN000256,237.02,WITHDRAWAL,2023-02-11 13:39:00,2023,2,11,13,5,1
TXN000257,477.14,PAYMENT,2023-11-29 12:12:27,2023,11,29,12,2,0
TXN000258,512.98,PAYMENT,2023-08-29 16:19:59,2023,8,29,16,1,0
TXN000259,714.27,PAYMENT,2023-11-08 19:12:56,2023,11,8,19,2,0
TXN000260,348.18,PAYMENT,2023-11-15 16:38:34,2023,11,15,16,2,0
TXN000261,1118.76,DEPOSIT,2023-03-15 10:36:17,2023,3,15,10,2,0
TXN000262,197.02,PAYMENT,2023-11-11 12:50:44,2023,11,11,12,5,1
TXN000263,346.65,PAYMENT,2023-09-17 20:10:33,2023,9,17,20,6,1
TXN000264,42.79,PAYMENT,2023-07-11 09:14:06,2023,7,11,9,1,0
TXN000265,3425.23,DEPOSIT,2023-10-25 12:06:23,2023,10,25,12,2,0
TXN000266,305.48,TRANSFER,2023-06-30 19:52:47,2023,6,30,19,4,0
TXN000267,260.65,PAYMENT,2023-10-06 17:14:09,2023,10,6,17,4,0
TXN000268,269.54,WITHDRAWAL,2023-07-24 16:00:37,2023,7,24,16,0,0
TXN000269,300.89,PAYMENT,2023-07-17 12:20:38,2023,7,17,12,0,0
TXN000270,151.45,WITHDRAWAL,2023-09-12 18:06:51,2023,9,12,18,1,0
TXN000271,741.59,DEPOSIT,2023-04-03 19:51:36,2023,4,3,19,0,0
TXN000272,181.48,WITHDRAWAL,2023-06-01 11:09:33,2023,6,1,11,3,0
TXN000273,2063.96,DEPOSIT,2023-06-29 16:16:46,2023,6,29,16,3,0
TXN000274,729.0,PAYMENT,2023-07-27 13:13:39,2023,7,27,13,3,0
TXN000275,285.1,PAYMENT,2023-07-16 20:39:09,2023,7,16,20,6,1
TXN000276,501.68,PAYMENT,2023-03-20 16:22:52,2023,3,20,16,0,0
TXN000277,392.92,PAYMENT,2023-07-10 16:09:48,2023,7,10,16,0,0
TXN000278,5000.0,DEPOSIT,2023-05-08 04:07:49,2023,5,8,4,0,0
TXN000279,427.49,WITHDRAWAL,2023-05-14 16:14:53,2023,5,14,16,6,1
TXN000280,176.72,PAYMENT,2023-11-10 10:23:51,2023,11,10,10,4,0
TXN000281,263.32,WITHDRAWAL,2023-02-07 16:27:30,2023,2,7,16,1,0
TXN000282,1919.26,DEPOSIT,2023-06-13 12:38:57,2023,6,13,12,1,0
TXN000283,1201.49,DEPOSIT,2023-10-09 19:44:23,2023,10,9,19,0,0
TXN000284,1050.49,DEPOSIT,2023-07-05 18:31:23,2023,7,5,18,2,0
TXN000285,893.31,DEPOSIT,2023-07-29 20:55:53,2023,7,29,20,5,1
TXN000286,435.33,TRANSFER,2023-06-12 23:23:12,2023,6,12,23,0,0
TXN000287,234.06,DEPOSIT,2023-08-27 18:50:11,2023,8,27,18,6,1
TXN000288,337.22,REFUND,2023-03-08 15:45:04,2023,3,8,15,2,0
TXN000289,2368.48,DEPOSIT,2023-06-05 05:59:41,2023,6,5,5,0,0
TXN000290,629.11,TRANSFER,2023-10-10 09:59:32,2023,10,10,9,1,0
TXN000291,377.3,TRANSFER,2023-01-15 02:57:26,2023,1,15,2,6,1
TXN000292,370.02,PAYMENT,2023-11-25 20:59:58,2023,11,25,20,5,1
TXN000293,2000.0,TRANSFER,2023-04-18 20:49:51,2023,4,18,20,1,0
TXN000294,454.35,WITHDRAWAL,2023-11-18 19:51:49,2023,11,18,19,5,1
TXN000295,362.07,PAYMENT,2023-06-04 17:35:00,2023,6,4,17,6,1
TXN000296,139.75,WITHDRAWAL,2023-12-17 14:47:07,2023,12,17,14,6,1
TXN000297,388.42,PAYMENT,2023-02-07 02:10:52,2023,2,7,2,1,0
TXN000298,426.2,PAYMENT,2023-08-01 17:37:51,2023,8,1,17,1,0
TXN000299,123.3,WITHDRAWAL,2023-06-13 12:34:28,2023,6,13,12,1,0
TXN000300,569.1,PAYMENT,2023-03-08 13:29:27,2023,3,8,13,2,0
TXN000301,465.55,PAYMENT,2023-02-24 11:37:07,2023,2,24,11,4,0
TXN000302,1251.17,DEPOSIT,2023-03-14 03:31:29,2023,3,14,3,1,0
TXN000303,1070.87,DEPOSIT,2023-03-23 11:55:17,2023,3,23,11,3,0
TXN000304,691.61,PAYMENT,2023-09-13 18:44:26,2023,9,13,18,2,0
TXN000305,322.57,PAYMENT,2023-06-07 18:06:31,2023,6,7,18,2,0
TXN000306,500.0,WITHDRAWAL,2023-07-21 18:24:09,2023,7,21,18,4,0
TXN000307,280.37,WITHDRAWAL,2023-05-27 19:32:25,2023,5,27,19,5,1
TXN000308,1861.83,DEPOSIT,2023-02-25 15:41:22,2023,2,25,15,5,1
TXN000309,2561.21,DEPOSIT,2023-05-16 13:19:03,2023,5,16,13,1,0
TXN000310,2000.0,TRANSFER,2023-10-19 20:27:18,2023,10,19,20,3,0
TXN000311,1077.27,DEPOSIT,2023-10-11 10:30:27,2023,10,11,10,2,0
TXN000312,2775.16,DEPOSIT,2023-07-21 13:35:15,2023,7,21,13,4,0
TXN000313,2677.36,DEPOSIT,2023-07-25 18:12:26,2023,7,25,18,1,0
TXN000314,759.94,PAYMENT,2023-08-31 18:54:29,2023,8,31,18,3,0
TXN000315,227.58,WITHDRAWAL,2023-11-07 18:46:08,2023,11,7,18,1,0
TXN000316,1437.03,TRANSFER,2023-11-10 11:35:50,2023,11,10,11,4,0
